uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
mighty_thor_vol_2_9~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/9/95/Mighty_Thor_Vol_2_9.jpg/revision/latest/scale-to-width-down/300","title":"Mighty Thor Vol 2 #9","slug":"Mighty_Thor_Vol_2_9"}|{"supporting_chars":[{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."},{"id":"rosalind_solomon","slug":"Rosalind_Solomon","name":"Agent Roz Solomon"},{"id":"agent_kurdle","slug":"Agent_Kurdle","name":"Agent Kurdle"},{"id":"agent_krill","slug":"Agent_Krill","name":"Agent Krill"}],"antagonists":[{"id":"clan_yashida","slug":"Clan_Yashida","name":"Yashida Industries"},{"id":"shingen_harada_ii","slug":"Shingen_Harada_II","name":"Silver Samurai (Shin Harada)"}],"featured_chars":[{"id":"jane_foster","slug":"Jane_Foster","name":"Thor (Dr. Jane Foster)"}],"races_species":[{"id":"asgardians","slug":"Asgardians","name":"Asgardians"},{"id":"frost_giants","slug":"Frost_Giants","name":"Frost Giants"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Mighty Thor Vol 2 #9","featured_chars":["Thor (Dr. Jane Foster)"],"supporting_chars":["S.H.I.E.L.D.","Agent Roz Solomon","Agent Kurdle","Agent Krill"],"antagonists":["Yashida Industries","Silver Samurai (Shin Harada)"],"races_species":["Asgardians","Frost Giants","Humans"]}|[]|["Mighty Thor Vol 2 #9"]|
ms._marvel_vol_4_9~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/1/1a/Ms._Marvel_Vol_4_9.jpg/revision/latest/scale-to-width-down/300","title":"Ms. Marvel Vol 4 #9","slug":"Ms._Marvel_Vol_4_9"}|{"supporting_chars":[{"id":"joshua_richardson","slug":"Joshua_Richardson","name":"Josh Richardson"},{"id":"carol_cadets","slug":"Carol_Cadets","name":"Carol Cadets"},{"id":"carol_cadets/members#jonah_.28earth-616.29","slug":"Carol_Cadets/Members#Jonah_.28Earth-616.29","name":"Jonah"},{"id":"carol_cadets/members#heather_.28earth-616.29","slug":"Carol_Cadets/Members#Heather_.28Earth-616.29","name":"Heather"},{"id":"rebecca_st._jude","slug":"Rebecca_St._Jude","name":"Becky St. Jude"},{"id":"carol_cadets/members#marco_.28earth-616.29","slug":"Carol_Cadets/Members#Marco_.28Earth-616.29","name":"Marco"}],"antagonists":[{"id":"hijinx","slug":"Hijinx","name":"Hijinx"}],"featured_chars":[{"id":"kamala_khan","slug":"Kamala_Khan","name":"Ms. Marvel (Kamala Khan)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"}]}|{"title":"Ms. Marvel Vol 4 #9","featured_chars":["Ms. Marvel (Kamala Khan)"],"supporting_chars":["Josh Richardson","Carol Cadets","Jonah","Heather","Becky St. Jude","Marco"],"antagonists":["Hijinx"],"races_species":["Humans","Human-Inhuman Hybrids","Human-Kree Hybrids"]}|[]|["Ms. Marvel Vol 4 #9"]|
mockingbird_vol_1_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/Mockingbird_Vol_1_5.jpg/revision/latest/scale-to-width-down/300","title":"Mockingbird  #5","slug":"Mockingbird_Vol_1_5"}|{"supporting_chars":[{"id":"miles_morales","slug":"Miles_Morales","name":"Spider-Man (Miles Morales)"},{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."}],"featured_chars":[{"id":"barbara_morse","slug":"Barbara_Morse","name":"Agent 19 / Mockingbird (Bobbi Morse)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"devil_beasts","slug":"Devil_Beasts","name":"Devil Beast"},{"id":"synthezoids","slug":"Synthezoids","name":"Synthezoids"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"duckworldians","slug":"Duckworldians","name":"Duckworldians"},{"id":"zombies","slug":"Zombies","name":"Zombies"}]}|{"title":"Mockingbird  #5","featured_chars":["Agent 19 / Mockingbird (Bobbi Morse)"],"supporting_chars":["Spider-Man (Miles Morales)","S.H.I.E.L.D."],"races_species":["Humans","Human-Kree Hybrids","Inhumans","Devil Beast","Synthezoids","Mutants","Duckworldians","Zombies"]}|[]|["Mockingbird  #5"]|
generations:_iron_man_%26_ironheart_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/5a/Generations_Iron_Man_%26_Ironheart_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Generations: Iron Man &amp; Ironheart  #1","slug":"Generations:_Iron_Man_%26_Ironheart_Vol_1_1"}|{"supporting_chars":[{"id":"next_avengers","slug":"Next_Avengers","name":"Next Avengers"},{"id":"francis_barton","slug":"Francis_Barton","name":"Hawkeye (Francis Barton)"},{"id":"henry_pym,_jr.","slug":"Henry_Pym,_Jr.","name":"Pym"},{"id":"james_rogers","slug":"James_Rogers","name":"James Rogers"},{"id":"torunn_thorsd%c3%b3ttir","slug":"Torunn_Thorsd%C3%B3ttir","name":"Torunn"},{"id":"azari_t%27challa","slug":"Azari_T%27Challa","name":"Azari"}],"antagonists":[{"id":"morgan_le_fay%27s_dragon","slug":"Morgan_le_Fay%27s_Dragon","name":"Morgan le Fay's Dragon"},{"id":"doombot","slug":"Doombot","name":"Doombots"},{"id":"morgan_le_fay","slug":"Morgan_le_Fay","name":"Morgan le Fay"}],"featured_chars":[{"id":"riri_williams","slug":"Riri_Williams","name":"Ironheart (Riri Williams)"},{"id":"anthony_stark","slug":"Anthony_Stark","name":"Doctor Anthony Stark"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians"},{"id":"robot","slug":"Robot","name":"Robots"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"},{"id":"dragons_(weirdworld)?action=edit&redlink=1","slug":"Dragons_(Weirdworld)?action=edit&redlink=1","name":"Dragons"},{"id":"doombot","slug":"Doombot","name":"Doombots"},{"id":"human-fairy_hybrids","slug":"Human-Fairy_Hybrids","name":"Human-Fairy Hybrids"}]}|{"title":"Generations: Iron Man &amp; Ironheart  #1","featured_chars":["Ironheart (Riri Williams)","Doctor Anthony Stark"],"supporting_chars":["Next Avengers","Hawkeye (Francis Barton)","Pym","James Rogers","Torunn","Azari"],"antagonists":["Morgan le Fay's Dragon","Doombots","Morgan le Fay"],"races_species":["Humans","Asgardians","Robots","Aliens","Dragons","Doombots","Human-Fairy Hybrids"]}|[]|["Generations: Iron Man &amp; Ironheart  #1"]|
hawkeye_vol_5_10~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/c1/Hawkeye_Vol_5_10.jpg/revision/latest/scale-to-width-down/300","title":"Hawkeye Vol 5 #10","slug":"Hawkeye_Vol_5_10"}|{"supporting_chars":[{"id":"hawkeye_investigations","slug":"Hawkeye_Investigations","name":"Hawkeye Investigations"},{"id":"mikka_nguyen","slug":"Mikka_Nguyen","name":"Mikka Nguyen"},{"id":"johnny_watts","slug":"Johnny_Watts","name":"Johnny"},{"id":"quinn_(hawkeye_investigations)?action=edit&redlink=1","slug":"Quinn_(Hawkeye_Investigations)?action=edit&redlink=1","name":"Quinn"},{"id":"ramone_watts?action=edit&redlink=1","slug":"Ramone_Watts?action=edit&redlink=1","name":"Ramone"}],"antagonists":[{"id":"giuletta_nefaria","slug":"Giuletta_Nefaria","name":"Madame Masque (Whitney Frost)"},{"id":"elton_healey","slug":"Elton_Healey","name":"Oddball (Elton Healey)"}],"featured_chars":[{"id":"katherine_bishop","slug":"Katherine_Bishop","name":"Hawkeye (Kate Bishop)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"dogs","slug":"Dogs","name":"Dogs"}]}|{"title":"Hawkeye Vol 5 #10","featured_chars":["Hawkeye (Kate Bishop)"],"supporting_chars":["Hawkeye Investigations","Mikka Nguyen","Johnny","Quinn","Ramone"],"antagonists":["Madame Masque (Whitney Frost)","Oddball (Elton Healey)"],"races_species":["Humans","Dogs"]}|[]|["Hawkeye Vol 5 #10"]|
iron_fist_vol_5_7~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/ec/Iron_Fist_Vol_5_7.jpg/revision/latest/scale-to-width-down/300","title":"Iron Fist Vol 5 #7","slug":"Iron_Fist_Vol_5_7"}|{"supporting_chars":[{"id":"shang-chi","slug":"Shang-Chi","name":"Shang-Chi"}],"antagonists":[{"id":"lineage_(cult)?action=edit&redlink=1","slug":"Lineage_(Cult)?action=edit&redlink=1","name":"The Lineage"},{"id":"sight_(lineage)?action=edit&redlink=1","slug":"Sight_(Lineage)?action=edit&redlink=1","name":"The Sight"},{"id":"seer_(lineage)?action=edit&redlink=1","slug":"Seer_(Lineage)?action=edit&redlink=1","name":"The Seer"}],"featured_chars":[{"id":"daniel_rand","slug":"Daniel_Rand","name":"Iron Fist (Danny Rand)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"zombies","slug":"Zombies","name":"Zombies"}]}|{"title":"Iron Fist Vol 5 #7","featured_chars":["Iron Fist (Danny Rand)"],"supporting_chars":["Shang-Chi"],"antagonists":["The Lineage","The Sight","The Seer"],"races_species":["Humans","Zombies"]}|[]|["Iron Fist Vol 5 #7"]|
jessica_jones_vol_1_12~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/2/22/Jessica_Jones_Vol_1_12.jpg/revision/latest/scale-to-width-down/300","title":"Jessica Jones  #12","slug":"Jessica_Jones_Vol_1_12"}|{"supporting_chars":[{"id":"luke_cage","slug":"Luke_Cage","name":"Luke Cage"},{"id":"maria_hill","slug":"Maria_Hill","name":"Maria Hill"}],"featured_chars":[{"id":"alias_investigations","slug":"Alias_Investigations","name":"Alias Investigations"},{"id":"jessica_jones","slug":"Jessica_Jones","name":"Jessica Jones"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Jessica Jones  #12","featured_chars":["Alias Investigations","Jessica Jones"],"supporting_chars":["Luke Cage","Maria Hill"],"races_species":["Humans"]}|[]|["Jessica Jones  #12"]|
journey_to_star_wars:_the_last_jedi_-_captain_phasma_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/b/b7/Journey_to_Star_Wars_The_Last_Jedi_-_Captain_Phasma_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Journey to Star Wars: The Last Jedi - Captain Phasma  #1","slug":"Journey_to_Star_Wars:_The_Last_Jedi_-_Captain_Phasma_Vol_1_1"}|[]|{"title":"Journey to Star Wars: The Last Jedi - Captain Phasma  #1"}|[]|["Journey to Star Wars: The Last Jedi - Captain Phasma  #1"]|
all-new_guardians_of_the_galaxy_vol_1_12~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/9/95/All-New_Guardians_of_the_Galaxy_Vol_1_12.jpg/revision/latest/scale-to-width-down/300","title":"All-New Guardians of the Galaxy  #12","slug":"All-New_Guardians_of_the_Galaxy_Vol_1_12"}|{"supporting_chars":[{"id":"stephen_strange","slug":"Stephen_Strange","name":"Doctor Strange (Stephen Strange)"},{"id":"wade_wilson","slug":"Wade_Wilson","name":"Deadpool (Wade Wilson)"},{"id":"theodore_sallis","slug":"Theodore_Sallis","name":"Man-Thing (Theodore Sallis)"}],"antagonists":[{"id":"loki_laufeyson_(ikol)","slug":"Loki_Laufeyson_(Ikol)","name":"Loki"}],"featured_chars":[{"id":"guardians_of_the_galaxy","slug":"Guardians_of_the_Galaxy","name":"Guardians of the Galaxy"},{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon"},{"id":"peter_quill","slug":"Peter_Quill","name":"Star-Lord (Peter Quill)"},{"id":"gamora_zen_whoberi_ben_titan","slug":"Gamora_Zen_Whoberi_Ben_Titan","name":"Gamora"},{"id":"arthur_douglas","slug":"Arthur_Douglas","name":"Drax the Pacifist (Arthur Douglas)"},{"id":"scott_lang","slug":"Scott_Lang","name":"Ant-Man (Scott Lang)"},{"id":"groot","slug":"Groot","name":"Groot"}],"races_species":[{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"human-spartoi_hybrids","slug":"Human-Spartoi_Hybrids","name":"Human-Spartoi Hybrids"},{"id":"zen-whoberis","slug":"Zen-Whoberis","name":"Zen-Whoberis"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"cosmic_beings","slug":"Cosmic_Beings","name":"Cosmic Beings"},{"id":"frost_giants","slug":"Frost_Giants","name":"Frost Giants"},{"id":"flarks","slug":"Flarks","name":"Flarks"},{"id":"cosmic_cube","slug":"Cosmic_Cube","name":"Cosmic Cubes"},{"id":"man-things","slug":"Man-Things","name":"Man-Things"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossi"},{"id":"titanian-kree_hybrids","slug":"Titanian-Kree_Hybrids","name":"Titanian-Kree Hybrids"},{"id":"dogs","slug":"Dogs","name":"Dogs"},{"id":"centaurians","slug":"Centaurians","name":"Centaurians"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"insectivorids","slug":"Insectivorids","name":"Insectivorids"},{"id":"ant-man%27s_ants","slug":"Ant-Man%27s_Ants","name":"Ant-Man's Ants"}]}|{"title":"All-New Guardians of the Galaxy  #12","featured_chars":["Guardians of the Galaxy","Rocket Raccoon","Star-Lord (Peter Quill)","Gamora","Drax the Pacifist (Arthur Douglas)","Ant-Man (Scott Lang)","Groot"],"supporting_chars":["Doctor Strange (Stephen Strange)","Deadpool (Wade Wilson)","Man-Thing (Theodore Sallis)"],"antagonists":["Loki"],"races_species":["Halfworlders","Human-Spartoi Hybrids","Zen-Whoberis","Humans","Cosmic Beings","Frost Giants","Flarks","Cosmic Cubes","Man-Things","Flora colossi","Titanian-Kree Hybrids","Dogs","Centaurians","Mutants","Insectivorids","Ant-Man's Ants"]}|[]|["All-New Guardians of the Galaxy  #12"]|
monsters_unleashed_vol_3_7~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/aa/Monsters_Unleashed_Vol_3_7.jpg/revision/latest/scale-to-width-down/300","title":"Monsters Unleashed Vol 3 #7","slug":"Monsters_Unleashed_Vol_3_7"}|{"supporting_chars":[{"id":"hi-vo","slug":"Hi-Vo","name":"Hi-Vo"},{"id":"scragg","slug":"Scragg","name":"Scragg"},{"id":"mekara","slug":"Mekara","name":"Mekara"},{"id":"slizzik","slug":"Slizzik","name":"Slizzik"},{"id":"aegis_(monster)","slug":"Aegis_(Monster)","name":"Aegis"}],"antagonists":[{"id":"hive_(poisons)","slug":"Hive_(Poisons)","name":"The Hive"},{"id":"hive_(poisons)/members#poison_fin_fang_foom","slug":"Hive_(Poisons)/Members#Poison_Fin_Fang_Foom","name":"Poison Fin Fang Foom"},{"id":"hive_(poisons)/members#poison_green_goblin","slug":"Hive_(Poisons)/Members#Poison_Green_Goblin","name":"Poison Green Goblin"},{"id":"hive_(poisons)/members#poison_hulk","slug":"Hive_(Poisons)/Members#Poison_Hulk","name":"Poison Hulk"},{"id":"hive_(poisons)/members#poison_electro","slug":"Hive_(Poisons)/Members#Poison_Electro","name":"Poison Electro"},{"id":"hive_(poisons)/members#poison_spider-man","slug":"Hive_(Poisons)/Members#Poison_Spider-Man","name":"Poison Spider-Man"},{"id":"hive_(poisons)/members#poison_angel","slug":"Hive_(Poisons)/Members#Poison_Angel","name":"Poison Angel"},{"id":"hive_(poisons)/members#poison_captain_america","slug":"Hive_(Poisons)/Members#Poison_Captain_America","name":"Poison Captain America"},{"id":"hive_(poisons)/members#poison_thanos","slug":"Hive_(Poisons)/Members#Poison_Thanos","name":"Poison Thanos"},{"id":"hive_(poisons)/members#poison_magneto","slug":"Hive_(Poisons)/Members#Poison_Magneto","name":"Poison Magneto"},{"id":"hive_(poisons)/members#poison_bullseye","slug":"Hive_(Poisons)/Members#Poison_Bullseye","name":"Poison Bullseye"},{"id":"hive_(poisons)/members#poison_scarlet_witch","slug":"Hive_(Poisons)/Members#Poison_Scarlet_Witch","name":"Poison Scarlet Witch"},{"id":"hive_(poisons)/members#poison_doctor_doom","slug":"Hive_(Poisons)/Members#Poison_Doctor_Doom","name":"Poison Doctor Doom"},{"id":"hive_(poisons)/members#poison_storm","slug":"Hive_(Poisons)/Members#Poison_Storm","name":"Poison Storm"},{"id":"poisons","slug":"Poisons","name":"Poisons"}],"featured_chars":[{"id":"elsa_bloodstone","slug":"Elsa_Bloodstone","name":"Elsa Bloodstone"},{"id":"kei_kawade","slug":"Kei_Kawade","name":"Kid Kaiju (Kei Kawade)"}],"races_species":[{"id":"poisons","slug":"Poisons","name":"Poisons"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"dinosaurs","slug":"Dinosaurs","name":"Dinosaurs"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"vampires","slug":"Vampires","name":"Vampires"}]}|{"title":"Monsters Unleashed Vol 3 #7","featured_chars":["Elsa Bloodstone","Kid Kaiju (Kei Kawade)"],"supporting_chars":["Hi-Vo","Scragg","Mekara","Slizzik","Aegis"],"antagonists":["The Hive","Poison Fin Fang Foom","Poison Green Goblin","Poison Hulk","Poison Electro","Poison Spider-Man","Poison Angel","Poison Captain America","Poison Thanos","Poison Magneto","Poison Bullseye","Poison Scarlet Witch","Poison Doctor Doom","Poison Storm","Poisons"],"races_species":["Poisons","Humans","Dinosaurs","Human-Inhuman Hybrids","Vampires"]}|[]|["Monsters Unleashed Vol 3 #7"]|
secret_warriors_vol_2_7~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/e8/Secret_Warriors_Vol_2_7.jpg/revision/latest/scale-to-width-down/300","title":"Secret Warriors Vol 2 #7","slug":"Secret_Warriors_Vol_2_7"}|{"supporting_chars":[{"id":"ennilux","slug":"Ennilux","name":"Ennilux"},{"id":"karnak_mander-azur","slug":"Karnak_Mander-Azur","name":"Karnak"}],"antagonists":[{"id":"wade_wilson","slug":"Wade_Wilson","name":"Deadpool / \"Tyrone Bibbins\" (Wade Wilson)"},{"id":"bullseye_(lester)","slug":"Bullseye_(Lester)","name":"Bullseye (Lester)"}],"featured_chars":[{"id":"warriors","slug":"Warriors","name":"Warriors"},{"id":"dante_pertuz","slug":"Dante_Pertuz","name":"Inferno (Dante Pertuz)"},{"id":"kamala_khan","slug":"Kamala_Khan","name":"Ms. Marvel (Kamala Khan)"},{"id":"daisy_johnson","slug":"Daisy_Johnson","name":"Quake (Agent Daisy Johnson)"}],"races_species":[{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"dinosaurs","slug":"Dinosaurs","name":"Dinosaurs"},{"id":"cosmic_cube","slug":"Cosmic_Cube","name":"Cosmic Cubes"}]}|{"title":"Secret Warriors Vol 2 #7","featured_chars":["Warriors","Inferno (Dante Pertuz)","Ms. Marvel (Kamala Khan)","Quake (Agent Daisy Johnson)"],"supporting_chars":["Ennilux","Karnak"],"antagonists":["Deadpool / \"Tyrone Bibbins\" (Wade Wilson)","Bullseye (Lester)"],"races_species":["Inhumans","Human-Inhuman Hybrids","Humans","Dinosaurs","Cosmic Cubes"]}|[]|["Secret Warriors Vol 2 #7"]|
thor_vs._hulk:_champions_of_the_universe_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/f/f7/Thor_vs._Hulk_Champions_of_the_Universe_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Thor vs. Hulk: Champions of the Universe  #4","slug":"Thor_vs._Hulk:_Champions_of_the_Universe_Vol_1_4"}|{"antagonists":[{"id":"xirena_awhina","slug":"Xirena_Awhina","name":"The Promoter"},{"id":"karla_sofen","slug":"Karla_Sofen","name":"Moonstone / \"Rosalind Franklin Burbich\" (Karla Sofen)"}],"featured_chars":[{"id":"thor_odinson","slug":"Thor_Odinson","name":"Thor Odinson"},{"id":"bruce_banner","slug":"Bruce_Banner","name":"Hulk (Bruce Banner)"}],"races_species":[{"id":"ede?action=edit&redlink=1","slug":"Ede?action=edit&redlink=1","name":"Ede"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians"},{"id":"gods","slug":"Gods","name":"Gods"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossi"},{"id":"korbinites","slug":"Korbinites","name":"Korbinites"},{"id":"frogs","slug":"Frogs","name":"Frogs"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"dogs","slug":"Dogs","name":"Dogs"},{"id":"frost_giants","slug":"Frost_Giants","name":"Frost Giants"},{"id":"sakaarans","slug":"Sakaarans","name":"Sakaaran"},{"id":"chitauri","slug":"Chitauri","name":"Chitauri"}]}|{"title":"Thor vs. Hulk: Champions of the Universe  #4","featured_chars":["Thor Odinson","Hulk (Bruce Banner)"],"antagonists":["The Promoter","Moonstone / \"Rosalind Franklin Burbich\" (Karla Sofen)"],"races_species":["Ede","Humans","Asgardians","Gods","Flora colossi","Korbinites","Frogs","Mutants","Dogs","Frost Giants","Sakaaran","Chitauri"]}|[]|["Thor vs. Hulk: Champions of the Universe  #4"]|
all-new_wolverine_vol_1_25~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/a1/All-New_Wolverine_Vol_1_25.jpg/revision/latest/scale-to-width-down/300","title":"All-New Wolverine  #25","slug":"All-New_Wolverine_Vol_1_25"}|{"supporting_chars":[{"id":"akihiro","slug":"Akihiro","name":"Daken (Akihiro)"},{"id":"jonathan","slug":"Jonathan","name":"Jonathan the Unstoppable"},{"id":"gabrielle_(the_sisters)","slug":"Gabrielle_(The_Sisters)","name":"Gabby Kinney"},{"id":"warren_worthington_iii","slug":"Warren_Worthington_III","name":"Angel (Warren Worthington III)"}],"antagonists":[{"id":"orphans_of_x","slug":"Orphans_of_X","name":"Orphans of X"}],"featured_chars":[{"id":"laura_kinney","slug":"Laura_Kinney","name":"Wolverine (Laura Kinney)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"wolverines_(gulo_gulo)","slug":"Wolverines_(Gulo_gulo)","name":"Wolverines"}]}|{"title":"All-New Wolverine  #25","featured_chars":["Wolverine (Laura Kinney)"],"supporting_chars":["Daken (Akihiro)","Jonathan the Unstoppable","Gabby Kinney","Angel (Warren Worthington III)"],"antagonists":["Orphans of X"],"races_species":["Humans","Mutants","Wolverines"]}|[]|["All-New Wolverine  #25"]|
all-new_captain_america_vol_1_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/46/All-New_Captain_America_Vol_1_5.jpg/revision/latest/scale-to-width-down/300","title":"All-New Captain America  #5","slug":"All-New_Captain_America_Vol_1_5"}|{"supporting_chars":[{"id":"leopold_zola","slug":"Leopold_Zola","name":"Nomad (Ian Rogers)"},{"id":"mercedes_knight","slug":"Mercedes_Knight","name":"Misty Knight"},{"id":"redwing","slug":"Redwing","name":"Redwing"}],"antagonists":[{"id":"hydra","slug":"Hydra","name":"Hydra"},{"id":"helmut_zemo","slug":"Helmut_Zemo","name":"Baron Zemo (Helmut Zemo)"},{"id":"lucas_(inhuman)","slug":"Lucas_(Inhuman)","name":"Lucas"},{"id":"tony_masters","slug":"Tony_Masters","name":"Taskmaster (Tony Masters)"},{"id":"john_falsworth","slug":"John_Falsworth","name":"Baron Blood (John Falsworth)"},{"id":"georges_batroc","slug":"Georges_Batroc","name":"Batroc the Leaper (Georges Batroc)"}],"featured_chars":[{"id":"samuel_wilson","slug":"Samuel_Wilson","name":"Captain America (Sam Wilson)"}]}|{"title":"All-New Captain America  #5","featured_chars":["Captain America (Sam Wilson)"],"supporting_chars":["Nomad (Ian Rogers)","Misty Knight","Redwing"],"antagonists":["Hydra","Baron Zemo (Helmut Zemo)","Lucas","Taskmaster (Tony Masters)","Baron Blood (John Falsworth)","Batroc the Leaper (Georges Batroc)"]}|[]|["All-New Captain America  #5"]|
amazing_spider-man_vol_3_16.1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/6/6c/Amazing_Spider-Man_Vol_3_16.1.jpg/revision/latest/scale-to-width-down/300","title":"Amazing Spider-Man Vol 3 #16.1","slug":"Amazing_Spider-Man_Vol_3_16.1"}|{"supporting_chars":[{"id":"teddy_rangel","slug":"Teddy_Rangel","name":"Det. Teddy Rangel"},{"id":"mister_negative","slug":"Mister_Negative","name":"Mister Negative (\"Martin Li\")"}],"antagonists":[{"id":"lonnie_lincoln","slug":"Lonnie_Lincoln","name":"Tombstone (Lonnie Lincoln)"},{"id":"anson_howell","slug":"Anson_Howell","name":"Judge Howell"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"},{"id":"yuriko_watanabe","slug":"Yuriko_Watanabe","name":"Wraith (Captain Yuri Watanabe)"}]}|{"title":"Amazing Spider-Man Vol 3 #16.1","featured_chars":["Spider-Man (Peter Parker)","Wraith (Captain Yuri Watanabe)"],"supporting_chars":["Det. Teddy Rangel","Mister Negative (\"Martin Li\")"],"antagonists":["Tombstone (Lonnie Lincoln)","Judge Howell"]}|[]|["Amazing Spider-Man Vol 3 #16.1"]|
