uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
ghost_rider_vol_8_2~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/4b/Ghost_Rider_Vol_8_2.jpg/revision/latest/scale-to-width-down/300","title":"Ghost Rider Vol 8 #2","slug":"Ghost_Rider_Vol_8_2"}|{"supporting_chars":[{"id":"laura_kinney","slug":"Laura_Kinney","name":"Wolverine (Laura Kinney)"},{"id":"gabrielle_(the_sisters)","slug":"Gabrielle_(The_Sisters)","name":"Gabby"},{"id":"amadeus_cho","slug":"Amadeus_Cho","name":"Hulk (Amadeus Cho)"},{"id":"gabriel_reyes","slug":"Gabriel_Reyes","name":"Gabe Reyes"}],"antagonists":[{"id":"etholgus-calculus","slug":"Etholgus-calculus","name":"Unidentified alien creature"}],"featured_chars":[{"id":"roberto_reyes","slug":"Roberto_Reyes","name":"Ghost Rider (Robbie Reyes)"}],"races_species":[{"id":"etholgus-calculus","slug":"Etholgus-calculus","name":"Unnamed alien species"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Ghost Rider Vol 8 #2","featured_chars":["Ghost Rider (Robbie Reyes)"],"supporting_chars":["Wolverine (Laura Kinney)","Gabby","Hulk (Amadeus Cho)","Gabe Reyes"],"antagonists":["Unidentified alien creature"],"races_species":["Unnamed alien species","Mutants","Humans"]}|[]|["Ghost Rider Vol 8 #2"]|
extraordinary_x-men_vol_1_17~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/4c/Extraordinary_X-Men_Vol_1_17.jpg/revision/latest/scale-to-width-down/300","title":"Extraordinary X-Men  #17","slug":"Extraordinary_X-Men_Vol_1_17"}|{"supporting_chars":[{"id":"mrs._jackson","slug":"Mrs._Jackson","name":"Mrs. Jackson"},{"id":"mrs._jackson","slug":"Mrs._Jackson","name":"Mrs. Jackson"}],"featured_chars":[{"id":"alisha_jackson","slug":"Alisha_Jackson","name":"Alisha Jackson"},{"id":"ororo_munroe","slug":"Ororo_Munroe","name":"Storm (Ororo Munroe)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"sentinels","slug":"Sentinels","name":"Sentinels"},{"id":"category:mutant/inhuman_hybrids","slug":"Category:Mutant/Inhuman_Hybrids","name":"Mutant/Inhuman Hybrid"},{"id":"klyntar_(race)","slug":"Klyntar_(Race)","name":"Klyntar"}]}|{"title":"Extraordinary X-Men  #17","featured_chars":["Alisha Jackson","Storm (Ororo Munroe)"],"supporting_chars":["Mrs. Jackson","Mrs. Jackson"],"races_species":["Humans","Mutants","Inhumans","Sentinels","Mutant/Inhuman Hybrid","Klyntar"]}|[]|["Extraordinary X-Men  #17"]|
mighty_thor_vol_2_14~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/dd/Mighty_Thor_Vol_2_14.jpg/revision/latest/scale-to-width-down/300","title":"Mighty Thor Vol 2 #14","slug":"Mighty_Thor_Vol_2_14"}|{"supporting_chars":[{"id":"league_of_realms","slug":"League_of_Realms","name":"League of Realms"},{"id":"ivory_honeyshot","slug":"Ivory_Honeyshot","name":"Sir Ivory Honeyshot"},{"id":"ro_bloodroot","slug":"Ro_Bloodroot","name":"Ro Bloodroot"},{"id":"sif","slug":"Sif","name":"Lady Sif"},{"id":"rosalind_solomon","slug":"Rosalind_Solomon","name":"Roz Solomon"},{"id":"aldrif_odinsdottir","slug":"Aldrif_Odinsdottir","name":"Angela (Aldrif Odinsdottir)"},{"id":"titanya_vaetilda_vinnsuvius","slug":"Titanya_Vaetilda_Vinnsuvius","name":"Titanya Vaetilda Vinnsuvius"},{"id":"screwbeard","slug":"Screwbeard","name":"Screwbeard"},{"id":"ud","slug":"Ud","name":"Ud the Troll"}],"antagonists":[{"id":"dark_council","slug":"Dark_Council","name":"Dark Council"},{"id":"malekith","slug":"Malekith","name":"Malekith the Accursed"},{"id":"dark_elves","slug":"Dark_Elves","name":"Dark Elves"},{"id":"bat_riders?action=edit&redlink=1","slug":"Bat_Riders?action=edit&redlink=1","name":"Bat Riders"}],"featured_chars":[{"id":"jane_foster","slug":"Jane_Foster","name":"Thor (Jane Foster)"}],"races_species":[{"id":"dark_elves","slug":"Dark_Elves","name":"Dark Elves"},{"id":"spiders_of_hel","slug":"Spiders_of_Hel","name":"Spiders of Hel"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"light_elves","slug":"Light_Elves","name":"Light Elves"},{"id":"frost_giants","slug":"Frost_Giants","name":"Frost Giants"},{"id":"vanir_(gods)","slug":"Vanir_(Gods)","name":"Vanir"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians"},{"id":"canker_snakes?action=edit&redlink=1","slug":"Canker_Snakes?action=edit&redlink=1","name":"Canker Snakes"},{"id":"mountain_giants","slug":"Mountain_Giants","name":"Mountain Giants"},{"id":"dwarves_of_nidavellir","slug":"Dwarves_of_Nidavellir","name":"Dwarves of Nidavellir"},{"id":"rock_trolls_(orange-skinned)","slug":"Rock_Trolls_(Orange-Skinned)","name":"Orange-Skinned Rock Trolls"},{"id":"swamp_whales","slug":"Swamp_Whales","name":"Swamp Whales"},{"id":"gods","slug":"Gods","name":"Gods"},{"id":"angels_(tenth_realm)","slug":"Angels_(Tenth_Realm)","name":"Angels"}]}|{"title":"Mighty Thor Vol 2 #14","featured_chars":["Thor (Jane Foster)"],"supporting_chars":["League of Realms","Sir Ivory Honeyshot","Ro Bloodroot","Lady Sif","Roz Solomon","Angela (Aldrif Odinsdottir)","Titanya Vaetilda Vinnsuvius","Screwbeard","Ud the Troll"],"antagonists":["Dark Council","Malekith the Accursed","Dark Elves","Bat Riders"],"races_species":["Dark Elves","Spiders of Hel","Humans","Light Elves","Frost Giants","Vanir","Asgardians","Canker Snakes","Mountain Giants","Dwarves of Nidavellir","Orange-Skinned Rock Trolls","Swamp Whales","Gods","Angels"]}|[]|["Mighty Thor Vol 2 #14"]|
hulk_vol_4_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/59/Hulk_Vol_4_1.jpg/revision/latest/scale-to-width-down/300","title":"Hulk Vol 4 #1","slug":"Hulk_Vol_4_1"}|{"supporting_chars":[{"id":"ryu,_barber,_zucker_%26_scott","slug":"Ryu,_Barber,_Zucker_%26_Scott","name":"Ryu, Barber, Zucker & Scott"},{"id":"bradley","slug":"Bradley","name":"Bradley"},{"id":"david_scott","slug":"David_Scott","name":"David Scott"},{"id":"mark_cooper","slug":"Mark_Cooper","name":"Mark Cooper"},{"id":"debbie_manks","slug":"Debbie_Manks","name":"Debbie Manks"}],"featured_chars":[{"id":"jennifer_walters","slug":"Jennifer_Walters","name":"Jen Walters"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"alien"}]}|{"title":"Hulk Vol 4 #1","featured_chars":["Jen Walters"],"supporting_chars":["Ryu, Barber, Zucker & Scott","Bradley","David Scott","Mark Cooper","Debbie Manks"],"races_species":["Humans","Human-Inhuman Hybrids","alien"]}|[]|["Hulk Vol 4 #1"]|
marvel_chess_collection_vol_1_94~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/85/Marvel_Chess_Collection_Vol_1_94.png/revision/latest/scale-to-width-down/300","title":"Marvel Chess Collection  #94","slug":"Marvel_Chess_Collection_Vol_1_94"}|[]|{"title":"Marvel Chess Collection  #94"}|[]|["Marvel Chess Collection  #94"]|
thunderbolts_vol_3_8~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/cf/Thunderbolts_Vol_3_8.jpg/revision/latest/scale-to-width-down/300","title":"Thunderbolts Vol 3 #8","slug":"Thunderbolts_Vol_3_8"}|{"supporting_chars":[{"id":"melissa_gold","slug":"Melissa_Gold","name":"Songbird (Mel Gold)"}],"antagonists":[{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."}],"featured_chars":[{"id":"thunderbolts","slug":"Thunderbolts","name":"Thunderbolts"},{"id":"norbert_ebersol","slug":"Norbert_Ebersol","name":"Fixer (Bert Ebersol)"},{"id":"abner_jenkins","slug":"Abner_Jenkins","name":"Mach-X (Abe Jenkins)"},{"id":"erik_josten","slug":"Erik_Josten","name":"Atlas (Erik Josten)"},{"id":"karla_sofen","slug":"Karla_Sofen","name":"Moonstone (Karla Sofen)"},{"id":"kobik","slug":"Kobik","name":"Kobik"},{"id":"james_buchanan_barnes","slug":"James_Buchanan_Barnes","name":"Winter Soldier (Bucky Barnes)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"cyborgs","slug":"Cyborgs","name":"Cyborgs"},{"id":"cosmic_cube","slug":"Cosmic_Cube","name":"Cosmic Cube"}]}|{"title":"Thunderbolts Vol 3 #8","featured_chars":["Thunderbolts","Fixer (Bert Ebersol)","Mach-X (Abe Jenkins)","Atlas (Erik Josten)","Moonstone (Karla Sofen)","Kobik","Winter Soldier (Bucky Barnes)"],"supporting_chars":["Songbird (Mel Gold)"],"antagonists":["S.H.I.E.L.D."],"races_species":["Humans","Cyborgs","Cosmic Cube"]}|[]|["Thunderbolts Vol 3 #8"]|
spider-man_vol_2_11~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/9/95/Spider-Man_Vol_2_11.jpg/revision/latest/scale-to-width-down/300","title":"Spider-Man Vol 2 #11","slug":"Spider-Man_Vol_2_11"}|{"supporting_chars":[{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."},{"id":"timothy_dugan","slug":"Timothy_Dugan","name":"Commander Dum-Dum Dugan"},{"id":"corrigan_(s.h.i.e.l.d.)?action=edit&redlink=1","slug":"Corrigan_(S.H.I.E.L.D.)?action=edit&redlink=1","name":"Corrigan"},{"id":"maria_hill","slug":"Maria_Hill","name":"Director Maria Hill"},{"id":"gabe_(s.h.i.e.l.d.)","slug":"Gabe_(S.H.I.E.L.D.)","name":"Gabe"},{"id":"black_cat%27s_gang","slug":"Black_Cat%27s_Gang","name":"Black Cat's Gang"}],"featured_chars":[{"id":"jefferson_davis","slug":"Jefferson_Davis","name":"Jefferson Davis"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"life-model_decoy","slug":"Life-Model_Decoy","name":"LMDs"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"}]}|{"title":"Spider-Man Vol 2 #11","featured_chars":["Jefferson Davis"],"supporting_chars":["S.H.I.E.L.D.","Commander Dum-Dum Dugan","Corrigan","Director Maria Hill","Gabe","Black Cat's Gang"],"races_species":["Humans","LMDs","Human-Inhuman Hybrids","Inhumans"]}|[]|["Spider-Man Vol 2 #11"]|
spider-man/deadpool_vol_1_12~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/da/Spider-Man_Deadpool_Vol_1_12.jpg/revision/latest/scale-to-width-down/300","title":"Spider-Man/Deadpool  #12","slug":"Spider-Man/Deadpool_Vol_1_12"}|{"supporting_chars":[{"id":"cronus","slug":"Cronus","name":"Saturn (Cronus)"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"},{"id":"wade_wilson","slug":"Wade_Wilson","name":"Deadpool (Wade Wilson)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"titans_(olympians)","slug":"Titans_(Olympians)","name":"Titans"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"},{"id":"squirrels","slug":"Squirrels","name":"Squirrels"},{"id":"synthezoids","slug":"Synthezoids","name":"Synthezoids"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"Alien"},{"id":"angels_(monotheism)","slug":"Angels_(Monotheism)","name":"Angels"},{"id":"gods","slug":"Gods","name":"Gods"}]}|{"title":"Spider-Man/Deadpool  #12","featured_chars":["Spider-Man (Peter Parker)","Deadpool (Wade Wilson)"],"supporting_chars":["Saturn (Cronus)"],"races_species":["Humans","Titans","Human-Kree Hybrids","Squirrels","Synthezoids","Mutants","Inhumans","Alien","Angels","Gods"]}|[]|["Spider-Man/Deadpool  #12"]|
star_wars_vol_2_26~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/1/1e/Star_Wars_Vol_2_26.jpg/revision/latest/scale-to-width-down/300","title":"Star Wars Vol 2 #26","slug":"Star_Wars_Vol_2_26"}|[]|{"title":"Star Wars Vol 2 #26"}|[]|["Star Wars Vol 2 #26"]|
thor_vs._hulk:_champions_of_the_universe_vol_1_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/1/10/Thor_vs._Hulk_Champions_of_the_Universe_Vol_1_5.jpg/revision/latest/scale-to-width-down/300","title":"Thor vs. Hulk: Champions of the Universe  #5","slug":"Thor_vs._Hulk:_Champions_of_the_Universe_Vol_1_5"}|{"supporting_chars":[{"id":"marta_kane?action=edit&redlink=1","slug":"Marta_Kane?action=edit&redlink=1","name":"General Marta Kane"}],"antagonists":[{"id":"elders_of_the_universe","slug":"Elders_of_the_Universe","name":"Elders of the Universe"},{"id":"xirena_awhina","slug":"Xirena_Awhina","name":"The Promoter"},{"id":"tryco_slatterus","slug":"Tryco_Slatterus","name":"Champion of the Universe (Tryco Slatterus)"}],"featured_chars":[{"id":"thor_odinson","slug":"Thor_Odinson","name":"Thor Odinson"},{"id":"bruce_banner","slug":"Bruce_Banner","name":"Hulk (Bruce Banner)"}],"races_species":[{"id":"ede?action=edit&redlink=1","slug":"Ede?action=edit&redlink=1","name":"Ede"},{"id":"frost_giants","slug":"Frost_Giants","name":"Frost Giants"},{"id":"brood_(race)","slug":"Brood_(Race)","name":"The Brood"},{"id":"dragons_(race)","slug":"Dragons_(Race)","name":"Dragons"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"alien"},{"id":"chitauri","slug":"Chitauri","name":"Chitauri"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"cosmic_beings","slug":"Cosmic_Beings","name":"Cosmic Beings"}]}|{"title":"Thor vs. Hulk: Champions of the Universe  #5","featured_chars":["Thor Odinson","Hulk (Bruce Banner)"],"supporting_chars":["General Marta Kane"],"antagonists":["Elders of the Universe","The Promoter","Champion of the Universe (Tryco Slatterus)"],"races_species":["Ede","Frost Giants","The Brood","Dragons","alien","Chitauri","Asgardians","Humans","Cosmic Beings"]}|[]|["Thor vs. Hulk: Champions of the Universe  #5"]|
old_man_logan_vol_2_30~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d4/Old_Man_Logan_Vol_2_30.jpg/revision/latest/scale-to-width-down/300","title":"Old Man Logan Vol 2 #30","slug":"Old_Man_Logan_Vol_2_30"}|{"supporting_chars":[{"id":"cambria_banner?action=edit&redlink=1","slug":"Cambria_Banner?action=edit&redlink=1","name":"Cambria Banner"},{"id":"virgil_banner?action=edit&redlink=1","slug":"Virgil_Banner?action=edit&redlink=1","name":"Virgil Banner"},{"id":"clystin_banner?action=edit&redlink=1","slug":"Clystin_Banner?action=edit&redlink=1","name":"Clystin Banner"},{"id":"jewel_banner?action=edit&redlink=1","slug":"Jewel_Banner?action=edit&redlink=1","name":"Jewel Banner"},{"id":"malakai_banner?action=edit&redlink=1","slug":"Malakai_Banner?action=edit&redlink=1","name":"Malakai Banner"},{"id":"clinton_barton","slug":"Clinton_Barton","name":"Hawkeye (Prime Marvel Universe's Clint Barton)"}],"antagonists":[{"id":"maestro","slug":"Maestro","name":"Maestro (Bruce Banner)"}],"featured_chars":[{"id":"james_howlett","slug":"James_Howlett","name":"Logan"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"}]}|{"title":"Old Man Logan Vol 2 #30","featured_chars":["Logan"],"supporting_chars":["Cambria Banner","Virgil Banner","Clystin Banner","Jewel Banner","Malakai Banner","Hawkeye (Prime Marvel Universe's Clint Barton)"],"antagonists":["Maestro (Bruce Banner)"],"races_species":["Humans","Mutants"]}|[]|["Old Man Logan Vol 2 #30"]|
iron_fist_vol_1_74~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/8a/Iron_Fist_Vol_1_74.jpg/revision/latest/scale-to-width-down/300","title":"Iron Fist  #74","slug":"Iron_Fist_Vol_1_74"}|{"supporting_chars":[{"id":"victor_creed","slug":"Victor_Creed","name":"Sabretooth (Victor Creed)"}],"antagonists":[{"id":"choshin","slug":"Choshin","name":"Choshin of the House of the Bull"},{"id":"rat_of_12_plagues","slug":"Rat_of_12_Plagues","name":"The Rat of 12 Plagues"},{"id":"rat_of_12_plagues","slug":"Rat_of_12_Plagues","name":"The Rat of 12 Plagues"},{"id":"liwei?action=edit&redlink=1","slug":"Liwei?action=edit&redlink=1","name":"Liwei"},{"id":"eel_of_blessed_waters","slug":"Eel_of_Blessed_Waters","name":"The Eel of Blessed Waters"}],"featured_chars":[{"id":"daniel_rand","slug":"Daniel_Rand","name":"Iron Fist (Danny Rand)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"dragons_of_k%27un-lun?action=edit&redlink=1","slug":"Dragons_of_K%27un-Lun?action=edit&redlink=1","name":"Dragons of K'un-Lun"}]}|{"title":"Iron Fist  #74","featured_chars":["Iron Fist (Danny Rand)"],"supporting_chars":["Sabretooth (Victor Creed)"],"antagonists":["Choshin of the House of the Bull","The Rat of 12 Plagues","The Rat of 12 Plagues","Liwei","The Eel of Blessed Waters"],"races_species":["Humans","Mutants","Dragons of K'un-Lun"]}|[]|["Iron Fist  #74"]|
moon_knight_vol_1_189~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/e5/Moon_Knight_Vol_1_189.jpg/revision/latest/scale-to-width-down/300","title":"Moon Knight  #189","slug":"Moon_Knight_Vol_1_189"}|{"supporting_chars":[{"id":"khonshu","slug":"Khonshu","name":"Khonshu"},{"id":"marc_spector","slug":"Marc_Spector","name":"Steven Grant"},{"id":"marc_spector","slug":"Marc_Spector","name":"Jake Lockley"}],"antagonists":{"0":{"id":"truth_(moon_knight_foe)","slug":"Truth_(Moon_Knight_Foe)","name":"The Truth"},"2":{"id":"sun_king_(patient_86)","slug":"Sun_King_(Patient_86)","name":"Patient 86"},"3":{"id":"raul_bushman","slug":"Raul_Bushman","name":"\"The Living Death\" / Bushman (Raul Bushman)"}},"featured_chars":[{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight (Marc Spector)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"hellbent","slug":"Hellbent","name":"Hellbent"},{"id":"ennead","slug":"Ennead","name":"Ennead"},{"id":"rats","slug":"Rats","name":"Rats"}]}|{"title":"Moon Knight  #189","featured_chars":["Moon Knight (Marc Spector)"],"supporting_chars":["Khonshu","Steven Grant","Jake Lockley"],"antagonists":["The Truth","[1]","Patient 86","\"The Living Death\" / Bushman (Raul Bushman)"],"races_species":["Humans","Hellbent","Ennead","Rats"]}|[]|["Moon Knight  #189"]|
jean_grey_vol_1_9~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d0/Jean_Grey_Vol_1_9.jpg/revision/latest/scale-to-width-down/300","title":"Jean Grey  #9","slug":"Jean_Grey_Vol_1_9"}|{"supporting_chars":[{"id":"emma_frost","slug":"Emma_Frost","name":"White Queen (Emma Frost)"},{"id":"jean_grey","slug":"Jean_Grey","name":"Jean Grey"},{"id":"hope_summers","slug":"Hope_Summers","name":"Hope Summers"},{"id":"x-men","slug":"X-Men","name":"X-Men"},{"id":"xavier_institute_student_body","slug":"Xavier_Institute_student_body","name":"Student body"},{"id":"stepford_cuckoos","slug":"Stepford_Cuckoos","name":"Stepford Cuckoos"},{"id":"irma_cuckoo","slug":"Irma_Cuckoo","name":"Mindee Cuckoo"},{"id":"phoebe_cuckoo","slug":"Phoebe_Cuckoo","name":"Phoebe Cuckoo"},{"id":"celeste_cuckoo","slug":"Celeste_Cuckoo","name":"Celeste Cuckoo"}],"featured_chars":[{"id":"jean_grey","slug":"Jean_Grey","name":"Marvel Girl (Jean Grey)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"},{"id":"succubi","slug":"Succubi","name":"Succubi"},{"id":"abstract_entities","slug":"Abstract_Entities","name":"Abstract Entities"}]}|{"title":"Jean Grey  #9","featured_chars":["Marvel Girl (Jean Grey)"],"supporting_chars":["White Queen (Emma Frost)","Jean Grey","Hope Summers","X-Men","Student body","Stepford Cuckoos","Mindee Cuckoo","Phoebe Cuckoo","Celeste Cuckoo"],"races_species":["Humans","Mutants","Succubi","Abstract Entities"]}|[]|["Jean Grey  #9"]|
star_wars:_poe_dameron_vol_1_21~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/ae/Star_Wars_Poe_Dameron_Vol_1_21.jpg/revision/latest/scale-to-width-down/300","title":"Star Wars: Poe Dameron  #21","slug":"Star_Wars:_Poe_Dameron_Vol_1_21"}|[]|{"title":"Star Wars: Poe Dameron  #21"}|[]|["Star Wars: Poe Dameron  #21"]|
defenders_vol_5_9~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/2/29/Defenders_Vol_5_9.jpg/revision/latest/scale-to-width-down/300","title":"Defenders Vol 5 #9","slug":"Defenders_Vol_5_9"}|{"supporting_chars":[{"id":"mercedes_knight","slug":"Mercedes_Knight","name":"Misty Knight"},{"id":"frank_castle","slug":"Frank_Castle","name":"Punisher (Frank Castle)"},{"id":"hammerhead_(joseph)","slug":"Hammerhead_(Joseph)","name":"Hammerhead (Joseph)"},{"id":"felicia_hardy","slug":"Felicia_Hardy","name":"Black Cat (Felicia Hardy)"},{"id":"elektra_natchios","slug":"Elektra_Natchios","name":"Elektra Natchios"},{"id":"ava_ayala","slug":"Ava_Ayala","name":"White Tiger (Ava Ayala)"},{"id":"colleen_wing","slug":"Colleen_Wing","name":"Colleen Wing"},{"id":"maya_lopez","slug":"Maya_Lopez","name":"Echo (Maya Lopez)"},{"id":"jessica_drew","slug":"Jessica_Drew","name":"Spider-Woman (Jess Drew)"}],"antagonists":[{"id":"willis_stryker","slug":"Willis_Stryker","name":"Diamondback (Willis Stryker)"},{"id":"norbert_ebersol","slug":"Norbert_Ebersol","name":"Fixer (Bert Ebersol)"},{"id":"mary_macpherran","slug":"Mary_MacPherran","name":"Titania (Mary MacPherran)"},{"id":"karla_sofen","slug":"Karla_Sofen","name":"Moonstone (Karla Sofen)"}],"featured_chars":[{"id":"defenders_(manhattan)","slug":"Defenders_(Manhattan)","name":"Defenders"},{"id":"jessica_jones","slug":"Jessica_Jones","name":"Jessica Jones"},{"id":"luke_cage","slug":"Luke_Cage","name":"Luke Cage"},{"id":"matthew_murdock","slug":"Matthew_Murdock","name":"Daredevil (Matt Murdock)"},{"id":"daniel_rand","slug":"Daniel_Rand","name":"Iron Fist (Danny Rand)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"}]}|{"title":"Defenders Vol 5 #9","featured_chars":["Defenders","Jessica Jones","Luke Cage","Daredevil (Matt Murdock)","Iron Fist (Danny Rand)"],"supporting_chars":["Misty Knight","Punisher (Frank Castle)","Hammerhead (Joseph)","Black Cat (Felicia Hardy)","Elektra Natchios","White Tiger (Ava Ayala)","Colleen Wing","Echo (Maya Lopez)","Spider-Woman (Jess Drew)"],"antagonists":["Diamondback (Willis Stryker)","Fixer (Bert Ebersol)","Titania (Mary MacPherran)","Moonstone (Karla Sofen)"],"races_species":["Humans","Aliens"]}|[]|["Defenders Vol 5 #9"]|
captain_marvel_vol_1_128~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/de/Captain_Marvel_Vol_1_128.jpg/revision/latest/scale-to-width-down/300","title":"Captain Marvel  #128","slug":"Captain_Marvel_Vol_1_128"}|{"supporting_chars":[{"id":"alpha_flight_(space_program)","slug":"Alpha_Flight_(Space_Program)","name":"Zeta Flight"},{"id":"sasquatch","slug":"Sasquatch","name":"Sasquatch (Walter Langkowski)"},{"id":"puck","slug":"Puck","name":"Eugene Judd"},{"id":"gwendolyn_kawasaki","slug":"Gwendolyn_Kawasaki","name":"Wendy Kawasaki"}],"antagonists":[{"id":"thanos","slug":"Thanos","name":"Thanos the Just"},{"id":"nebula","slug":"Nebula","name":"Nebula"}],"featured_chars":[{"id":"carol_danvers","slug":"Carol_Danvers","name":"Captain Marvel (Cmdr. Carol Danvers)"}],"races_species":[{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossi"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"human-spartoi_hybrids","slug":"Human-Spartoi_Hybrids","name":"Human-Spartoi Hybrids"},{"id":"zen-whoberis","slug":"Zen-Whoberis","name":"Zen-Whoberis"},{"id":"cosmic_beings","slug":"Cosmic_Beings","name":"Cosmic Beings"},{"id":"kree","slug":"Kree","name":"Kree"},{"id":"titanians","slug":"Titanians","name":"Titanians"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"alien"},{"id":"cyborgs","slug":"Cyborgs","name":"Cyborg"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"Skrulls"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants"}]}|{"title":"Captain Marvel  #128","featured_chars":["Captain Marvel (Cmdr. Carol Danvers)"],"supporting_chars":["Zeta Flight","Sasquatch (Walter Langkowski)","Eugene Judd","Wendy Kawasaki"],"antagonists":["Thanos the Just","Nebula"],"races_species":["Human-Kree Hybrids","Humans","Flora colossi","Halfworlders","Human-Spartoi Hybrids","Zen-Whoberis","Cosmic Beings","Kree","Titanians","alien","Cyborg","Skrulls","Mutants"]}|[]|["Captain Marvel  #128"]|
