uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
unbelievable_gwenpool_vol_1_6~book|{"img":"5\/5f\/Unbelievable_Gwenpool_Vol_1_6.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Unbelievable Gwenpool  #6","slug":"Unbelievable_Gwenpool_Vol_1_6"}|{"supporting_chars":[{"id":"miles_morales","slug":"Miles_Morales","name":"\"BadMachine1999\" \/ Spider-Man (Miles Morales)"},{"id":"mercenary_organization_dedicated_only_to_killing","slug":"Mercenary_Organization_Dedicated_Only_to_Killing","name":"M.O.D.O.K."},{"id":"georges_batroc","slug":"Georges_Batroc","name":"Batroc the Leaper (Georges Batroc)"},{"id":"mega_tony","slug":"Mega_Tony","name":"Mega Tony"}],"antagonists":[{"id":"damian_(bomber)","slug":"Damian_(Bomber)","name":"Damian"}],"featured_chars":[{"id":"gwendolyn_poole","slug":"Gwendolyn_Poole","name":"Gwenpool (Gwen Poole)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"tsum_tsum","slug":"Tsum_Tsum","name":"Tsum Tsum"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"sparkitects","slug":"Sparkitects","name":"Sparkitects"},{"id":"teuthidans","slug":"Teuthidans","name":"Teuthidans"}]}|{"title":"Unbelievable Gwenpool  #6","featured_chars":["Gwenpool (Gwen Poole)"],"supporting_chars":["\"BadMachine1999\" \/ Spider-Man (Miles Morales)","M.O.D.O.K.","Batroc the Leaper (Georges Batroc)","Mega Tony"],"antagonists":["Damian"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)","Tsum Tsum","Human-Inhuman Hybrids","Sparkitects","Teuthidans"]}|[]|["Unbelievable Gwenpool  #6"]|
scarlet_witch_vol_2_10~book|{"img":"5\/50\/Scarlet_Witch_Vol_2_10.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Scarlet Witch Vol 2 #10","slug":"Scarlet_Witch_Vol_2_10"}|{"supporting_chars":[{"id":"maki_hokkaido","slug":"Maki_Hokkaido","name":"Inspector Maki Hokkaido"},{"id":"noriko_furuya","slug":"Noriko_Furuya","name":"Madame Noriko Furuya"},{"id":"jun_yamada","slug":"Jun_Yamada","name":"Black Bullet (Jun Yamada)"}],"antagonists":[{"id":"miles_benchley","slug":"Miles_Benchley","name":"Miles Benchley"}],"featured_chars":[{"id":"wanda_maximoff","slug":"Wanda_Maximoff","name":"Witch (Wanda Maximoff of Earth-8823)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"bridge_trolls?action=edit&redlink=1","slug":"Bridge_Trolls?action=edit&redlink=1","name":"Bridge Trolls"},{"id":"oni_(horned_ogres)","slug":"Oni_(Horned_Ogres)","name":"Oni"},{"id":"japanese_red_fox?action=edit&redlink=1","slug":"Japanese_Red_Fox?action=edit&redlink=1","name":"Japanese Red Fox"}]}|{"title":"Scarlet Witch Vol 2 #10","featured_chars":["Witch (Wanda Maximoff of Earth-8823)"],"supporting_chars":["Inspector Maki Hokkaido","Madame Noriko Furuya","Black Bullet (Jun Yamada)"],"antagonists":["Miles Benchley"],"races_species":["Humans (Homo sapiens)","Bridge Trolls","Oni","Japanese Red Fox"]}|[]|["Scarlet Witch Vol 2 #10"]|
rocket_raccoon_and_groot_vol_1_9~book|{"img":"6\/6f\/Rocket_Raccoon_and_Groot_Vol_1_9.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Rocket Raccoon and Groot  #9","slug":"Rocket_Raccoon_and_Groot_Vol_1_9"}|{"supporting_chars":[{"id":"georgia_(state)\/residents#ruth_.28georgia.29_.28earth-616.29","slug":"Georgia_(State)\/Residents#Ruth_.28Georgia.29_.28Earth-616.29","name":"Ruth"},{"id":"chammy","slug":"Chammy","name":"\"Chandler\" (Chammy)"}],"featured_chars":[{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon \/ \"Raccoon-Man\""},{"id":"groot","slug":"Groot","name":"Thor (Groot)"}],"races_species":[{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"unnamed mercenaries"},{"id":"mole_people","slug":"Mole_People","name":"Mole People"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"}]}|{"title":"Rocket Raccoon and Groot  #9","featured_chars":["Rocket Raccoon \/ \"Raccoon-Man\"","Thor (Groot)"],"supporting_chars":["Ruth","\"Chandler\" (Chammy)"],"races_species":["Halfworlders","Flora colossus","Humans (Homo sapiens)","unnamed mercenaries","Mole People","New Attilan's Inhumans"]}|[]|["Rocket Raccoon and Groot  #9"]|
star_wars:_the_force_awakens_adaptation_vol_1_4~book|{"img":"d\/d3\/Star_Wars_The_Force_Awakens_Adaptation_Vol_1_4.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Star Wars: The Force Awakens Adaptation  #4","slug":"Star_Wars:_The_Force_Awakens_Adaptation_Vol_1_4"}|[]|{"title":"Star Wars: The Force Awakens Adaptation  #4"}|[]|["Star Wars: The Force Awakens Adaptation  #4"]|
x-men_%2792_vol_2_10~book|{"img":"8\/8f\/X-Men_%2792_Vol_2_10.jpg\/revision\/latest\/scale-to-width-down\/300","title":"X-Men '92 Vol 2 #10","slug":"X-Men_%2792_Vol_2_10"}|{"supporting_chars":[{"id":"x-men_2099","slug":"X-Men_2099","name":"X-Men 2099"},{"id":"meanstreak","slug":"Meanstreak","name":"Meanstreak (Henri Huang)"},{"id":"metalhead","slug":"Metalhead","name":"Metalhead (Eddie Osako)"},{"id":"krystalin","slug":"Krystalin","name":"Krystalin (Ruth Ogada)"},{"id":"skullfire","slug":"Skullfire","name":"Skullfire (Tim Fitzgerald)"},{"id":"bloodhawk","slug":"Bloodhawk","name":"Bloodhawk (Lemuel Krug)"}],"antagonists":[{"id":"spider-man_2099","slug":"Spider-Man_2099","name":"Spider-Man (Miguel O'Hara)"},{"id":"spider-man_2099","slug":"Spider-Man_2099","name":"Spider-Man (Miguel O'Hara)"},{"id":"hulk_2099","slug":"Hulk_2099","name":"Hulk (John Eisenhart)"},{"id":"punisher_2099","slug":"Punisher_2099","name":"Punisher (Jake Gallows)"},{"id":"ravage_2099","slug":"Ravage_2099","name":"Ravage (Paul-Philip Ravage)"},{"id":"ghost_rider_2099","slug":"Ghost_Rider_2099","name":"Ghost Rider (Zero Cochrane)"},{"id":"sentinels","slug":"Sentinels","name":"Sentinaught Variant Models"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men (Jean Grey School's Team)"},{"id":"scott_summers","slug":"Scott_Summers","name":"Prelate Summers\/Minister of Famine (Scott Summers)"},{"id":"jean_grey","slug":"Jean_Grey","name":"Phoenix\/Marvel Girl (Jean Grey-Summers)"},{"id":"elizabeth_braddock","slug":"Elizabeth_Braddock","name":"Captain Britain (Betsy Braddock) (Earth-2319)"},{"id":"jubilation_lee","slug":"Jubilation_Lee","name":"Wolverine (Jubilation Lee)"},{"id":"rogue_(anna_marie)","slug":"Rogue_(Anna_Marie)","name":"Rogue (Anna Marie Lehnsherr)"},{"id":"remy_lebeau","slug":"Remy_LeBeau","name":"Gambit \/ \"Neo\" (Remy LeBeau)"},{"id":"wolverine_(logan)","slug":"Wolverine_(Logan)","name":"Wolverine (Logan)"},{"id":"lucas_bishop","slug":"Lucas_Bishop","name":"Bishop (Lucas Bishop)"},{"id":"ororo_munroe","slug":"Ororo_Munroe","name":"Stormborn, Goddess of Thunder (Ororo Munroe)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Henry McCoy of Earth-763)"}],"races_species":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"mutroids","slug":"Mutroids","name":"Mutroids"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"sentinels","slug":"Sentinels","name":"Sentinaught Variant Models"},{"id":"mutant-alien_hybrids","slug":"Mutant-Alien_Hybrids","name":"Mutant-Alien Hybrids"},{"id":"mutant_brood","slug":"Mutant_Brood","name":"Mutant"},{"id":"vampires","slug":"Vampires","name":"Vampires (Hominus nocturna)"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"},{"id":"celestials_(race)","slug":"Celestials_(Race)","name":"Celestials"}]}|{"title":"X-Men '92 Vol 2 #10","featured_chars":["X-Men (Jean Grey School's Team)","Prelate Summers\/Minister of Famine (Scott Summers)","Phoenix\/Marvel Girl (Jean Grey-Summers)","Captain Britain (Betsy Braddock) (Earth-2319)","Wolverine (Jubilation Lee)","Rogue (Anna Marie Lehnsherr)","Gambit \/ \"Neo\" (Remy LeBeau)","Wolverine (Logan)","Bishop (Lucas Bishop)","Stormborn, Goddess of Thunder (Ororo Munroe)","Beast (Henry McCoy of Earth-763)"],"supporting_chars":["X-Men 2099","Meanstreak (Henri Huang)","Metalhead (Eddie Osako)","Krystalin (Ruth Ogada)","Skullfire (Tim Fitzgerald)","Bloodhawk (Lemuel Krug)"],"antagonists":["Spider-Man (Miguel O'Hara)","Spider-Man (Miguel O'Hara)","Hulk (John Eisenhart)","Punisher (Jake Gallows)","Ravage (Paul-Philip Ravage)","Ghost Rider (Zero Cochrane)","Sentinaught Variant Models"],"races_species":["Mutants (Homo superior)","Mutroids","Humans (Homo sapiens)","Sentinaught Variant Models","Mutant-Alien Hybrids","Mutant","Vampires (Hominus nocturna)","Halfworlders","Flora colossus","Celestials"]}|[]|["X-Men '92 Vol 2 #10"]|
all-new_x-men_vol_2_16~book|{"img":"c\/c3\/All-New_X-Men_Vol_2_16.jpg\/revision\/latest\/scale-to-width-down\/300","title":"All-New X-Men Vol 2 #16","slug":"All-New_X-Men_Vol_2_16"}|{"antagonists":[{"id":"goblin_horde?action=edit&redlink=1","slug":"Goblin_Horde?action=edit&redlink=1","name":"Goblin Horde"},{"id":"madelyne_pryor","slug":"Madelyne_Pryor","name":"Goblin Queen (Madelyne Pryor)"},{"id":"kurt_wagner","slug":"Kurt_Wagner","name":"Nightcrawler (Kurt Wagner) (Earth-2319)"},{"id":"goblins_(limbo)","slug":"Goblins_(Limbo)","name":"Goblins"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men (Jean Grey School's Team)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Henry McCoy of Earth-763)"},{"id":"warren_worthington_iii","slug":"Warren_Worthington_III","name":"Archangel\/Death\/Angel (Warren Worthington III)"},{"id":"laura_kinney","slug":"Laura_Kinney","name":"X-23 \/ Venomized Wolverine (Laura Kinney)"},{"id":"scott_summers","slug":"Scott_Summers","name":"Prelate Summers\/Minister of Famine (Scott Summers)"},{"id":"evan_sabahnur","slug":"Evan_Sabahnur","name":"Apocalypse (Genesis) (Earth-12034)"},{"id":"robert_drake","slug":"Robert_Drake","name":"Iceman (Bobby Drake) (Past)"},{"id":"idie_okonkwo","slug":"Idie_Okonkwo","name":"Death (Idie Okonkwo)"}],"races_species":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"demons","slug":"Demons","name":"An Unidentified Demon"},{"id":"goblins_(limbo)","slug":"Goblins_(Limbo)","name":"Goblins"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"All-New X-Men Vol 2 #16","featured_chars":["X-Men (Jean Grey School's Team)","Beast (Henry McCoy of Earth-763)","Archangel\/Death\/Angel (Warren Worthington III)","X-23 \/ Venomized Wolverine (Laura Kinney)","Prelate Summers\/Minister of Famine (Scott Summers)","Apocalypse (Genesis) (Earth-12034)","Iceman (Bobby Drake) (Past)","Death (Idie Okonkwo)"],"antagonists":["Goblin Horde","Goblin Queen (Madelyne Pryor)","Nightcrawler (Kurt Wagner) (Earth-2319)","Goblins"],"races_species":["Mutants (Homo superior)","An Unidentified Demon","Goblins","Humans (Homo sapiens)"]}|[]|["All-New X-Men Vol 2 #16"]|
amazing_spider-man:_renew_your_vows_vol_2_2~book|{"img":"3\/3e\/Amazing_Spider-Man_Renew_Your_Vows_Vol_2_2.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Amazing Spider-Man: Renew Your Vows Vol 2 #2","slug":"Amazing_Spider-Man:_Renew_Your_Vows_Vol_2_2"}|{"supporting_chars":[{"id":"murph?action=edit&redlink=1","slug":"Murph?action=edit&redlink=1","name":"Murph"},{"id":"wendy?action=edit&redlink=1","slug":"Wendy?action=edit&redlink=1","name":"Wendy"}],"antagonists":{"1":{"id":"subterraneans","slug":"Subterraneans","name":"Subterraneans"},"2":{"id":"moloids","slug":"Moloids","name":"Evolved Moloids"}},"featured_chars":[{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Spinneret \/ Venom (Mary Jane Watson-Parker)"},{"id":"anna-may_parker","slug":"Anna-May_Parker","name":"AMP \/ Spiderling (Annie Parker)"},{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man\/The Amazing Spider (Peter Parker) (Earth-616)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"moloids","slug":"Moloids","name":"Evolved Moloids"},{"id":"dinosaurs","slug":"Dinosaurs","name":"A Dinosaur"}]}|{"title":"Amazing Spider-Man: Renew Your Vows Vol 2 #2","featured_chars":["Spinneret \/ Venom (Mary Jane Watson-Parker)","AMP \/ Spiderling (Annie Parker)","Spider-Man\/The Amazing Spider (Peter Parker) (Earth-616)"],"supporting_chars":["Murph","Wendy"],"antagonists":{"1":"Subterraneans","2":"Evolved Moloids"},"races_species":["Humans (Homo sapiens)","Evolved Moloids","A Dinosaur"]}|[]|["Amazing Spider-Man: Renew Your Vows Vol 2 #2"]|
ivx_vol_1_1~book|{"img":"a\/a8\/IVX_Vol_1_1.jpg\/revision\/latest\/scale-to-width-down\/300","title":"IVX  #1","slug":"IVX_Vol_1_1"}|{"supporting_chars":[{"id":"alison_blaire","slug":"Alison_Blaire","name":"Dazzler (Alison Blaire) (past and present)"},{"id":"flagman","slug":"Flagman","name":"Flagman"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch (Johnny Storm) (past)"},{"id":"new_attilan_security_force","slug":"New_Attilan_Security_Force","name":"New Attilan Security Force"},{"id":"xiaoyi_chen","slug":"Xiaoyi_Chen","name":"Iso (Xiaoyi Chen)"},{"id":"dante_pertuz","slug":"Dante_Pertuz","name":"Inferno (Dante Pertuz)"}],"featured_chars":[{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Henry McCoy of Earth-763)"},{"id":"max_eisenhardt","slug":"Max_Eisenhardt","name":"Magneto (Erik Lehnsherr\/Max Eisenhardt)"},{"id":"x-men","slug":"X-Men","name":"X-Men (Jean Grey School's Team)"},{"id":"forge","slug":"Forge","name":"Forge (Earth-807128)"},{"id":"ororo_munroe","slug":"Ororo_Munroe","name":"Stormborn, Goddess of Thunder (Ororo Munroe)"},{"id":"james_howlett","slug":"James_Howlett","name":"Wolverine (James Howlett of Earth-2149)"},{"id":"jean_grey","slug":"Jean_Grey","name":"Phoenix\/Marvel Girl (Jean Grey-Summers)"}],"races_species":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"demons","slug":"Demons","name":"An Unidentified Demon"},{"id":"sentinels","slug":"Sentinels","name":"Sentinaught Variant Models"}]}|{"title":"IVX  #1","featured_chars":["Beast (Henry McCoy of Earth-763)","Magneto (Erik Lehnsherr\/Max Eisenhardt)","X-Men (Jean Grey School's Team)","Forge (Earth-807128)","Stormborn, Goddess of Thunder (Ororo Munroe)","Wolverine (James Howlett of Earth-2149)","Phoenix\/Marvel Girl (Jean Grey-Summers)"],"supporting_chars":["Dazzler (Alison Blaire) (past and present)","Flagman","Human Torch (Johnny Storm) (past)","New Attilan Security Force","Iso (Xiaoyi Chen)","Inferno (Dante Pertuz)"],"races_species":["Mutants (Homo superior)","Humans (Homo sapiens)","New Attilan's Inhumans","An Unidentified Demon","Sentinaught Variant Models"]}|[]|["IVX  #1"]|
marvel_chess_collection_vol_1_89~book|{"img":"6\/65\/Marvel_Chess_Collection_Vol_1_89.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Marvel Chess Collection  #89","slug":"Marvel_Chess_Collection_Vol_1_89"}|[]|{"title":"Marvel Chess Collection  #89"}|[]|["Marvel Chess Collection  #89"]|
silk_vol_2_15~book|{"img":"9\/92\/Silk_Vol_2_15.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Silk Vol 2 #15","slug":"Silk_Vol_2_15"}|{"supporting_chars":[{"id":"hector_cervantez","slug":"Hector_Cervantez","name":"Spectro (Hector Cervantez)"},{"id":"fact_channel_news","slug":"Fact_Channel_News","name":"Fact Channel News"},{"id":"lola_(fact_channel)","slug":"Lola_(Fact_Channel)","name":"Lola"},{"id":"rafferty","slug":"Rafferty","name":"Rafferty"},{"id":"john_jonah_jameson","slug":"John_Jonah_Jameson","name":"Mayor J. Jonah Jameson"}],"antagonists":[{"id":"new_u_technologies","slug":"New_U_Technologies","name":"New U Technologies"},{"id":"martha_franklin","slug":"Martha_Franklin","name":"Spider-Woman (Mattie Franklin)"},{"id":"otto_octavius_(duplicate)","slug":"Otto_Octavius_(Duplicate)","name":"Superior Octopus (Otto Octavius)"},{"id":"francine_frye","slug":"Francine_Frye","name":"Electro (Francine Frye)"},{"id":"marla_madison","slug":"Marla_Madison","name":"Dr. Marla Madison-Jameson"},{"id":"hector_cervantez_(clone)?action=edit&redlink=1","slug":"Hector_Cervantez_(Clone)?action=edit&redlink=1","name":"\"Hector Cervantez\""}],"featured_chars":[{"id":"cindy_moon","slug":"Cindy_Moon","name":"Silk \/ Silkworm (Cindy Moon)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"zombies","slug":"Zombies","name":"Zombified human resistance"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"}]}|{"title":"Silk Vol 2 #15","featured_chars":["Silk \/ Silkworm (Cindy Moon)"],"supporting_chars":["Spectro (Hector Cervantez)","Fact Channel News","Lola","Rafferty","Mayor J. Jonah Jameson"],"antagonists":["New U Technologies","Spider-Woman (Mattie Franklin)","Superior Octopus (Otto Octavius)","Electro (Francine Frye)","Dr. Marla Madison-Jameson","\"Hector Cervantez\""],"races_species":["Humans (Homo sapiens)","Zombified human resistance","New Attilan's Inhumans"]}|[]|["Silk Vol 2 #15"]|
power_man_and_iron_fist_vol_3_11~book|{"img":"0\/0b\/Power_Man_and_Iron_Fist_Vol_3_11.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Power Man and Iron Fist Vol 3 #11","slug":"Power_Man_and_Iron_Fist_Vol_3_11"}|{"supporting_chars":[{"id":"cletus_evans","slug":"Cletus_Evans","name":"Disco Devil (Cletus Evans)"},{"id":"heroes_for_hire_(power_man_&_iron_fist)","slug":"Heroes_for_Hire_(Power_Man_&_Iron_Fist)","name":"Heroes for Hire"},{"id":"gadget","slug":"Gadget","name":"Gadget"},{"id":"shadrick_daniels","slug":"Shadrick_Daniels","name":"Mangler (Shadrick Daniels)"},{"id":"keith_augustin","slug":"Keith_Augustin","name":"Keith Augustin"}],"antagonists":[{"id":"fang_gang","slug":"Fang_Gang","name":"Fang Gang"},{"id":"tombstone's_gang","slug":"Tombstone's_Gang","name":"Tombstone's Gang"},{"id":"lonnie_lincoln","slug":"Lonnie_Lincoln","name":"Tombstone (Lonnie Lincoln)"},{"id":"mortimer_norris","slug":"Mortimer_Norris","name":"Mister Fish (Mortimer Norris)"}],"featured_chars":[{"id":"heroes_for_hire_(power_man_&_iron_fist)","slug":"Heroes_for_Hire_(Power_Man_&_Iron_Fist)","name":"Heroes for Hire"},{"id":"daniel_rand","slug":"Daniel_Rand","name":"Iron Fist (Daniel Rand) (past and present)"},{"id":"luke_cage","slug":"Luke_Cage","name":"Power Man (Luke Cage) (past and present)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"demons","slug":"Demons","name":"An Unidentified Demon"}]}|{"title":"Power Man and Iron Fist Vol 3 #11","featured_chars":["Heroes for Hire","Iron Fist (Daniel Rand) (past and present)","Power Man (Luke Cage) (past and present)"],"supporting_chars":["Disco Devil (Cletus Evans)","Heroes for Hire","Gadget","Mangler (Shadrick Daniels)","Keith Augustin"],"antagonists":["Fang Gang","Tombstone's Gang","Tombstone (Lonnie Lincoln)","Mister Fish (Mortimer Norris)"],"races_species":["Humans (Homo sapiens)","An Unidentified Demon"]}|[]|["Power Man and Iron Fist Vol 3 #11"]|
mosaic_vol_1_3~book|{"img":"e\/ee\/Mosaic_Vol_1_3.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Mosaic  #3","slug":"Mosaic_Vol_1_3"}|{"supporting_chars":[{"id":"kenneth_gunning","slug":"Kenneth_Gunning","name":"Cap (Kenneth Gunning)"},{"id":"mason_sackett","slug":"Mason_Sackett","name":"Pops (Mason Sackett)"},{"id":"fife","slug":"Fife","name":"Fife"},{"id":"tia_fitzgerald","slug":"Tia_Fitzgerald","name":"T-Fleek (Tia Fitzgerald)"},{"id":"candilisa_chang","slug":"Candilisa_Chang","name":"CC (Candilisa Chang)"}],"antagonists":[{"id":"brand_corporation","slug":"Brand_Corporation","name":"Brand Corp"},{"id":"garrison_busey","slug":"Garrison_Busey","name":"Garrison Busey"}],"featured_chars":[{"id":"morris_sackett","slug":"Morris_Sackett","name":"Mosaic (Morris Sackett)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"}]}|{"title":"Mosaic  #3","featured_chars":["Mosaic (Morris Sackett)"],"supporting_chars":["Cap (Kenneth Gunning)","Pops (Mason Sackett)","Fife","T-Fleek (Tia Fitzgerald)","CC (Candilisa Chang)"],"antagonists":["Brand Corp","Garrison Busey"],"races_species":["Humans (Homo sapiens)","Human-Inhuman Hybrids"]}|[]|["Mosaic  #3"]|
spider-man_vol_2_10~book|{"img":"e\/e1\/Spider-Man_Vol_2_10.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Spider-Man Vol 2 #10","slug":"Spider-Man_Vol_2_10"}|{"supporting_chars":[{"id":"ganke_lee","slug":"Ganke_Lee","name":"Ganke Lee \/ \"Ned\""},{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Kobik's Timeline's Steve Rogers)"},{"id":"fabio_medina","slug":"Fabio_Medina","name":"Goldballls (Fabio Medina)"},{"id":"avengers","slug":"Avengers","name":"Human Resistance Movement"},{"id":"kamala_khan","slug":"Kamala_Khan","name":"\"Karina Karuso\" \/ Ms. Marvel (Kamala Khan)"},{"id":"anthony_stark","slug":"Anthony_Stark","name":"Iron Man (Anthony Stark) (Earth-81191)"}],"featured_chars":[{"id":"miles_morales","slug":"Miles_Morales","name":"\"BadMachine1999\" \/ Spider-Man (Miles Morales)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"}]}|{"title":"Spider-Man Vol 2 #10","featured_chars":["\"BadMachine1999\" \/ Spider-Man (Miles Morales)"],"supporting_chars":["Ganke Lee \/ \"Ned\"","Captain America (Kobik's Timeline's Steve Rogers)","Goldballls (Fabio Medina)","Human Resistance Movement","\"Karina Karuso\" \/ Ms. Marvel (Kamala Khan)","Iron Man (Anthony Stark) (Earth-81191)"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)","New Attilan's Inhumans","Human-Kree Hybrids"]}|[]|["Spider-Man Vol 2 #10"]|
poe_dameron_vol_1_9~book|{"img":"5\/5f\/Poe_Dameron_Vol_1_9.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Poe Dameron  #9","slug":"Poe_Dameron_Vol_1_9"}|[]|{"title":"Poe Dameron  #9"}|[]|["Poe Dameron  #9"]|
uncanny_avengers_vol_3_17~book|{"img":"a\/ab\/Uncanny_Avengers_Vol_3_17.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Uncanny Avengers Vol 3 #17","slug":"Uncanny_Avengers_Vol_3_17"}|{"supporting_chars":[{"id":"elektra_natchios","slug":"Elektra_Natchios","name":"Field Director Elektra Natchios"},{"id":"belle_(a.i.)","slug":"Belle_(A.I.)","name":"Belle"}],"antagonists":[{"id":"hand","slug":"Hand","name":"Hand ninjas"},{"id":"beast_(demon)","slug":"Beast_(Demon)","name":"Beast of the Hand"}],"featured_chars":[{"id":"avengers_unity_division","slug":"Avengers_Unity_Division","name":"Avengers Unity Division"},{"id":"janet_van_dyne","slug":"Janet_van_Dyne","name":"Wasp\/Giant Woman (Janet van Dyne)"},{"id":"rogue_(anna_marie)","slug":"Rogue_(Anna_Marie)","name":"Rogue (Anna Marie Lehnsherr)"},{"id":"wade_wilson","slug":"Wade_Wilson","name":"Deadpool \/ \"Steve Zahn\" \/ Dead Fist (Wade Wilson)"},{"id":"emily_guerrero","slug":"Emily_Guerrero","name":"Synapse (Emily Guerrero)"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch (Johnny Storm) (past)"},{"id":"nathan_summers","slug":"Nathan_Summers","name":"Brother Nathan \/ Askani (Nathan Summers)"},{"id":"pietro_maximoff","slug":"Pietro_Maximoff","name":"Quicksilver (Pietro Maximoff) (Earth-7153)"},{"id":"jericho_drumm","slug":"Jericho_Drumm","name":"Brother Voodoo (Jericho Drumm)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians (Future)"}]}|{"title":"Uncanny Avengers Vol 3 #17","featured_chars":["Avengers Unity Division","Wasp\/Giant Woman (Janet van Dyne)","Rogue (Anna Marie Lehnsherr)","Deadpool \/ \"Steve Zahn\" \/ Dead Fist (Wade Wilson)","Synapse (Emily Guerrero)","Human Torch (Johnny Storm) (past)","Brother Nathan \/ Askani (Nathan Summers)","Quicksilver (Pietro Maximoff) (Earth-7153)","Brother Voodoo (Jericho Drumm)"],"supporting_chars":["Field Director Elektra Natchios","Belle"],"antagonists":["Hand ninjas","Beast of the Hand"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)","Human-Inhuman Hybrids","Asgardians (Future)"]}|[]|["Uncanny Avengers Vol 3 #17"]|
